order_id,order_date,country,region,customer,product,crop,quantity,unit_price_eur,revenue_eur,sales_channel,currency,fx_rate_used,unit_price_local,revenue_local
100077,2024-04-09,Argentina,Sud America,FarmFarm Srl,PrimaRaccolta,Mais,4.0,21897.24,87588.96,Dealer,ARS,1072.97809,23495258.75,93981035.01
100082,2024-10-04,Polonia,Centro Europa,CampoTerra Srl,FienoFacile,Foraggio,4.0,29482.85,117931.4,Dealer,PLN,4.298483,126731.53,506926.12
100644,2022-09-22,USA,Nord America,CampoGrain Srl,  PrimaRaccolta ,Mais,,22246.82,44493.64,Vendita diretta,USD,1.026755,22842.03,45684.07
100671,2025-02-20,Australia,Oceania,FarmTerra LLC,AltaResa,Mais,1.0,41321.12,41321.12,Vendita diretta,AUD,1.613297,66663.24,66663.24
100487,2022-04-24,Russia,Est Europa,AgroCereal GmbH,PrimaRaccolta,Mais,2.0,21758.78,43517.56,Dealer,RUB,101.137605,2200630.9,4401261.79
100156,2024-12-14,Italia,Sud Europa,AgroAgri S.L.,AltaResa,Mais,2.0,47239.56,94479.12,Dealer,EUR,1.0,47239.56,94479.12
100719,07/05/2025,USA,Nord America,CerealAgri SC,AltaResa,Mais,5.0,42310.92,211554.6,Vendita diretta,USD,1.162487,49185.89,245929.47
100868,2022-02-06,Canada,Nord America,AgroAgro LLC,FienoFacile,Foraggio,6.0,30098.99,180593.94,Dealer,CAD,1.412035,42500.83,255004.96
100772,2024-10-04,Sud Africa,Africa,AgriFarm SA,PrimaRaccolta,Mais,4.0,22639.69,90558.76,Dealer,ZAR,19.4224,439717.12,1758868.46
101182,2025-02-10,Polonia,Centro Europa,GrainAgro Sp. z o.o.,SolePieno,Girasole,6.0,23368.94,140213.64,Dealer,PLN,4.586162,107173.74,643042.47
100782,2025-02-27,Russia,Est Europa,GrainAgro Srl,TaglioFlex,Cereali (grano/orzo),2.0,,58878.66,Dealer,RUB,93.080703,2740233.53,5480467.06
101031,03-07-2022,Polonia,Centro Europa,CampoTerra Srl,FienoFacile,Foraggio,3.0,28569.2,85707.6,Vendita diretta,PLN,4.130639,118009.05,354027.16
100859,2021-09-09,Ucraina,Est Europa,TerraHarvest SC,FienoFacile,Foraggio,6.0,29758.34,178550.04,Dealer,UAH,41.641178,1239172.33,7435034.0
100733,2023-05-14,Serbia,Est Europa,FarmCampo Srl,AltaResa,Mais,2.0,40064.75,80129.5,Dealer,RSD,117.276046,4698635.46,9397270.93
100295,2025-05-17,Russia,,AgroCereal GmbH,PrimaRaccolta,Mais,4.0,23046.24,92184.96,Vendita diretta,RUB,94.148649,2169772.36,8679089.44
100222,2025-07-18,Brasile,Sud America,HarvestFarm Kft.,SolePieno,Girasole,8.0,24513.33,196106.64,Dealer,BRL,5.259775,128934.6,1031476.8
101193,22/08/2025,Ucraina,Est Europa,CerealFarm Kft.,FienoFacile,Foraggio,3.0,30106.56,90319.68,Dealer,UAH,45.629446,1373745.65,4121236.96
100185,17/05/2021,Ungheria,Est Europa,FarmAgro Sp. z o.o.,AltaResa,Mais,4.0,,187057.48,Dealer,HUF,419.813815,19632328.58,78529314.3
100102,2023-06-09,Argentina,Sud America,FarmFarm Srl,AltaResa,Mais,5.0,41680.63,208403.15,Dealer,ARS,1047.669632,43667530.29,218337651.47
100276,06-19-2024,Turchia,Medio Oriente,TerraAgri SA,PrimaRaccolta,Mais,4.0,19719.43,78877.72,Dealer,TRY,35.564746,701316.52,2805266.08
100024,2022-04-22,Francia,Sud Europa,FarmFarm Kft.,PrimaRaccolta,Mais,3.0,20423.6,61270.8,Dealer,EUR,1.0,20423.6,61270.8
100486,2021-10-12,Germania,Centro Europa,AgroHarvest SA,SolePieno,Girasole,1.0,25218.16,25218.16,Dealer,EUR,1.0,25218.16,25218.16
100079,2025-07-20,Messico,Nord America,CerealTerra Kft.,PrimaRaccolta,Mais,4.0,20648.34,82593.36,Vendita diretta,MXN,19.131941,395042.82,1580171.29
101044,2024-12-08,Ucraina,Est Europa,HarvestCampo Ltd,FienoFacile,Foraggio,4.0,30765.65,123062.6,Dealer,UAH,44.11702,1357288.8,5429155.19
101214,2025-02-20,Sud Africa,Africa,AgriCampo SA,TaglioFlex,Cereali (grano/orzo),3.0,28673.34,86020.02,Dealer,ZAR,19.224594,551233.32,1653699.96
100129,2023-04-01,Turchia,Medio Oriente,TerraCampo SA,SolePieno,Girasole,2.0,23230.38,46460.76,Dealer,TRY,34.12361,792704.43,1585408.85
100998,05/04/2023,Francia,Sud Europa,AgriFarm Kft.,FienoFacile,Foraggio,1.0,29689.56,29689.56,Dealer,EUR,1.0,29689.56,29689.56
100622,13/11/2021,Russia,Est Europa,AgroCereal GmbH,TaglioFlex,Cereali (grano/orzo),1.0,25735.0,25735.0,Dealer,RUB,94.490242,2431706.38,2431706.38
100669,2022-05-13,Canada,Nord America,,SolePieno,Girasole,5.0,22880.64,114403.2,Dealer,CAD,1.459552,33395.48,166977.42
100052,2022-06-27,Argentina,Sud America,FarmFarm Srl,TaglioFlex,Cereali (grano/orzo),,28241.74,56483.48,Dealer,ARS,1052.444766,29722871.45,59445742.89
100480,2024-06-12,Francia,Sud Europa,FarmFarm Kft.,GranCampo,Mais,7.0,39101.63,273711.41,Dealer,EUR,1.0,39101.63,273711.41
100964,2024-01-05,Sud Africa,Africa,AgriFarm SA,TaglioFlex,Cereali (grano/orzo),1.0,27882.46,27882.46,Vendita diretta,ZAR,21.465587,598513.37,598513.37
100583,2024-09-28,Ungheria,Est Europa,FarmAgro Srl,  SolePieno ,Girasole,3.0,21768.43,65305.29,Dealer,HUF,396.224085,8625176.26,25875528.78
100731,2025-05-20,Polonia,Centro Europa,GrainAgro Sp. z o.o.,FienoFacile,Foraggio,4.0,29994.94,119979.76,Dealer,PLN,4.332753,129960.67,519842.67
100266,2021-04-10,Romania,Est Europa,CampoCampo Ltd,SolePieno,Girasole,3.0,25970.18,77910.54,Dealer,RON,4.525796,117535.74,352607.21
100240,04-Jun-2022,Kazakhstan,Asia Centrale,HarvestCereal LLC,PrimaRaccolta,Mais,5.0,22836.33,114181.65,Dealer,KZT,489.434968,11176898.44,55884492.21
100347,26-Nov-2023,Brasile,Sud America,GrainAgro Ltd,PrimaRaccolta,Mais,4.0,19571.73,78286.92,Dealer,BRL,5.656112,110699.9,442799.59
100307,2025-01-17,Sud Africa,Africa,AgriFarm SA,AltaResa,Mais,3.0,40429.6,121288.8,Dealer,ZAR,20.023022,809522.77,2428568.31
101029,2025-08-17,Turchia,Medio Oriente,TerraAgri SA,GranCampo,Mais,3.0,39000.43,117001.29,Dealer,TRY,34.80533,1357422.84,4072268.51
100364,20/05/2025,Spagna,Sud Europa,TerraAgri GmbH,PrimaRaccolta,Mais,2.0,20103.62,40207.24,Vendita diretta,EUR,1.0,20103.62,40207.24
101073,2025-09-26,Spagna,Sud Europa,TerraAgri GmbH,FienoFacile,Foraggio,4.0,34034.94,136139.76,Dealer,EUR,1.0,34034.94,136139.76
101007,2022-04-23,Francia,Sud Europa,AgriFarm Kft.,FienoFacile,Foraggio,2.0,32311.97,64623.94,Dealer,EUR,1.0,32311.97,64623.94
100209,2022-05-27,Kazakhstan,Asia Centrale,HarvestCereal LLC,SolePieno,Girasole,2.0,23941.73,47883.46,Vendita diretta,KZT,484.496923,11599694.52,23199389.03
100426,24-Feb-2023,Australia,Oceania,FarmCereal SC,FienoFacile,Foraggio,3.0,31425.27,94275.81,Dealer,AUD,1.650667,51872.66,155617.97
100844,2022-03-20,USA,Nord America,FarmCereal SRL,SolePieno,Girasole,4.0,21140.41,84561.64,Dealer,USD,1.056065,22325.65,89302.59
100977,2023-08-21,Kazakhstan,Asia Centrale,AgriTerra Kft.,GranCampo,Mais,3.0,37521.4,112564.2,Dealer,KZT,441.456828,16564078.23,49692234.68
100221,2021-04-17,Serbia,Est Europa,FarmCampo Srl,SolePieno,Girasole,3.0,25754.19,77262.57,Dealer,RSD,118.123306,3042170.07,9126510.2
100906,2023-03-10,Russia,Est Europa,GrainAgro Srl,TaglioFlex,Cereali (grano/orzo),,29271.02,58542.04,Dealer,RUB,96.818657,2833980.85,5667961.69
101236,2024-02-27,Canada,Nord America,AgroAgro LLC,FienoFacile,Foraggio,2.0,26810.05,53620.1,Dealer,CAD,1.430352,38347.81,76695.62
100840,2025-06-22,Ungheria,Est Europa,FarmAgro Sp. z o.o.,GranCampo,Mais,3.0,37618.69,112856.07,Dealer,HUF,391.627383,14732509.12,44197527.35
100033,2021-12-13,USA,Nord America,CerealAgri SC,SolePieno,Girasole,4.0,22335.9,89343.6,Dealer,USD,1.055536,23576.35,94305.39
100241,2025-04-04,Messico,Nord America,CerealTerra Kft.,SolePieno,Girasole,2.0,24629.96,49259.92,Dealer,MXN,17.939524,441849.76,883699.52
100244,2021-04-18,Russia,Est Europa,AgroCereal GmbH,FienoFacile,Foraggio,1.0,30624.51,30624.51,Vendita diretta,RUB,95.302414,2918589.73,2918589.73
101042,23/02/2023,Germania,Centro Europa,AgroHarvest SA,SolePieno,Girasole,2.0,21341.94,42683.88,Dealer,EUR,1.0,21341.94,42683.88
100760,2021-08-20,Brasile,Sud America,CampoGrain Kft.,TaglioFlex,Cereali (grano/orzo),3.0,26982.14,80946.42,Dealer,BRL,5.376096,145058.57,435175.72
100941,2021-01-11,Canada,Nord America,AgriFarm SC,AltaResa,Mais,2.0,39515.87,79031.74,Dealer,CAD,1.464859,57885.18,115770.36
100169,2025-10-01,Australia,Oceania,GrainFarm LLC,SolePieno,Girasole,2.0,23571.64,47143.28,Dealer,AUD,1.72806,40733.21,81466.42
100835,2024-05-18,Bulgaria,Est Europa,TerraAgro Ltd,AltaResa,Mais,2.0,42153.64,84307.28,Dealer,BGN,1.876849,79116.02,158232.03
100199,2023-02-10,Sud Africa,Africa,AgriCampo SA,FienoFacile,Foraggio,3.0,30874.35,92623.05,Dealer,ZAR,20.852287,643800.81,1931402.42
100368,2022-04-24,Spagna,Sud Europa,HarvestCampo S.L.,PrimaRaccolta,Mais,3.0,22370.91,67112.73,Dealer,EUR,1.0,22370.91,67112.73
101003,2025-01-27,Germania,Centro Europa,FarmCampo SA,PrimaRaccolta,Mais,3.0,21581.82,64745.46,Dealer,EUR,1.0,21581.82,64745.46
101048,2024-04-04,Romania,Est Europa,GrainCampo GmbH,PrimaRaccolta,Mais,2.0,20197.32,40394.64,Vendita diretta,RON,5.167696,104373.61,208747.22
100707,2024-01-16,Sud Africa,Africa,AgriFarm SA,GranCampo,Mais,3.0,40842.37,122527.11,Dealer,ZAR,20.126458,822012.24,2466036.73
101211,2025-02-18,Argentina,Sud America,AgroCampo Srl,AltaResa,Mais,4.0,44763.54,179054.16,Vendita diretta,ARS,1033.639203,46269349.81,185077399.24
100860,2023-05-07,Serbia,Est Europa,FarmCampo Srl,PrimaRaccolta,Mais,2.0,21768.17,43536.34,Dealer,RSD,108.413098,2359954.75,4719909.49
100708,2024-08-04,Kazakhstan,Asia Centrale,CerealAgro S.L.,FienoFacile,Foraggio,5.0,33151.03,165755.15,Dealer,KZT,499.936851,16573421.55,82867107.73
100375,27-Mar-2023,Canada,Nord America,AgriFarm SC,FienoFacile,Foraggio,2.0,32041.73,64083.46,Vendita diretta,CAD,1.389711,44528.74,89057.49
100562,2024-06-15,Italia,Sud Europa,HarvestAgri Srl,AltaResa,Mais,2.0,47298.36,94596.72,Dealer,EUR,1.0,47298.36,94596.72
100550,2025-05-15,Romania,Est Europa,GrainCampo GmbH,PrimaRaccolta,Mais,5.0,19816.49,99082.45,Dealer,RON,5.160427,102261.55,511307.75
100778,2021-09-25,Serbia,Est Europa,FarmCampo Srl,GranCampo,Mais,3.0,40167.21,120501.63,Vendita diretta,RSD,110.839856,4452127.77,13356383.32
100059,2024-03-09,Russia,Est Europa,GrainAgro Srl,TaglioFlex,Cereali (grano/orzo),1.0,27916.68,27916.68,Dealer,RUB,107.365021,2997274.93,2997274.93
101241,2025-05-22,Messico,Nord America,CerealCereal LLC,GranCampo,Mais,3.0,39739.85,119219.55,Dealer,MXN,18.667614,741848.18,2225544.54
101136,21-Oct-2023,Ungheria,Est Europa,FarmAgro Sp. z o.o.,TaglioFlex,Cereali (grano/orzo),4.0,25486.22,101944.88,Dealer,HUF,402.479837,10257689.67,41030758.69
100680,2024-12-25,Australia,Oceania,FarmCereal SC,PrimaRaccolta,Mais,2.0,20421.11,40842.22,Dealer,AUD,1.552682,31707.49,63414.98
100591,2022-07-01,Germania,Centro Europa,AgroHarvest SA,AltaResa,Mais,2.0,43001.33,86002.66,Dealer,EUR,1.0,43001.33,86002.66
100514,2024-12-07,USA,Nord America,,AltaResa,Mais,2.0,42120.3,84240.6,Vendita diretta,USD,1.036706,43666.37,87332.74
100576,2022-09-04,Messico,Nord America,CerealCereal LLC,TaglioFlex,Cereali (grano/orzo),3.0,31224.31,93672.93,Dealer,MXN,18.226735,569117.22,1707351.67
100050,2025-04-03,Serbia,Est Europa,GrainHarvest S.L.,PrimaRaccolta,Mais,5.0,22088.3,110441.5,Dealer,RSD,114.91031,2538173.4,12690867.0
100329,15-Apr-2021,Bulgaria,Est Europa,CampoFarm LLC,GranCampo,Mais,3.0,35895.24,107685.72,Dealer,BGN,1.992708,71528.73,214586.2
100963,2022-07-13,Germania,Centro Europa,FarmCampo SA,GranCampo,Mais,3.0,35845.44,107536.32,Dealer,EUR,1.0,35845.44,107536.32
100193,02-16-2025,Sud Africa,Africa,AgriFarm SA,FienoFacile,Foraggio,3.0,30791.55,92374.65,Vendita diretta,ZAR,20.647473,635767.7,1907303.09
100087,2023-11-28,Kazakhstan,Asia Centrale,,TaglioFlex,Cereali (grano/orzo),1.0,29722.13,29722.13,Vendita diretta,KZT,470.834271,13994197.41,13994197.41
100555,03-21-2021,Russia,Est Europa,GrainAgro Srl,SolePieno,Girasole,2.0,25244.19,50488.38,Dealer,RUB,98.429125,2484763.53,4969527.07
100744,2023-08-03,Canada,Nord America,AgriFarm SC,FienoFacile,Foraggio,2.0,32200.1,64400.2,Dealer,CAD,1.540591,49607.18,99214.37
101183,10-12-2023,Argentina,Sud America,AgroCampo Srl,PrimaRaccolta,Mais,3.0,21448.71,64346.13,Vendita diretta,ARS,1077.418603,23109239.16,69327717.49
100842,04-27-2024,Spagna,Sud Europa,FarmGrain SC,PrimaRaccolta,Mais,2.0,19680.69,39361.38,Dealer,EUR,1.0,19680.69,39361.38
100814,2023-03-05,USA,Nord America,CerealAgri SC,TaglioFlex,Cereali (grano/orzo),2.0,25643.26,51286.52,Dealer,USD,1.17353,30093.13,60186.27
100978,2023-02-17,Italia,Sud Europa,AgroAgri S.L.,FienoFacile,Foraggio,3.0,30370.62,91111.86,Dealer,EUR,1.0,30370.62,91111.86
101235,2021-11-18,Argentina,Sud America,AgroCampo Srl,AltaResa,Mais,4.0,42351.8,169407.2,Vendita diretta,ARS,1014.826343,42979722.31,171918889.25
101142,2024-10-10,USA,Nord America,CerealAgri SC,AltaResa,Mais,2.0,40803.76,81607.52,Vendita diretta,USD,1.056899,43125.45,86250.91
100423,09-03-2024,Germania,Centro Europa,FarmCampo SA,TaglioFlex,Cereali (grano/orzo),2.0,24218.11,48436.22,Dealer,EUR,1.0,24218.11,48436.22
100051,2022-03-03,Kazakhstan,Asia Centrale,AgriTerra Kft.,FienoFacile,Foraggio,2.0,32858.39,65716.78,Dealer,KZT,483.325074,15881283.78,31762567.56
100454,2025-07-25,Messico,Nord America,CerealCereal LLC,GranCampo,Mais,1.0,33926.32,33926.32,Dealer,MXN,18.022279,611429.6,611429.6
100124,2025-10-22,Spagna,Sud Europa,,SolePieno,Girasole,1.0,21610.61,21610.61,Dealer,EUR,1.0,21610.61,21610.61
100936,05-03-2023,Spagna,Sud Europa,TerraAgri GmbH,PrimaRaccolta,Mais,4.0,22248.93,88995.72,Dealer,EUR,1.0,22248.93,88995.72
100899,2022-03-14,Canada,Nord America,AgriFarm SC,TaglioFlex,Cereali (grano/orzo),2.0,27091.07,54182.14,Dealer,CAD,1.558448,42220.02,84440.05
101196,2024-11-07,Francia,Sud Europa,AgriFarm Kft.,TaglioFlex,Cereali (grano/orzo),5.0,25651.75,128258.75,Dealer,EUR,1.0,25651.75,128258.75
100706,09/07/2025,Sud Africa,Africa,AgriCampo SA,PrimaRaccolta,Mais,2.0,21742.94,43485.88,Dealer,ZAR,20.660593,449222.03,898444.07
100309,2025-02-15,Sud Africa,Africa,AgriFarm SA,TaglioFlex,Cereali (grano/orzo),1.0,26017.8,26017.8,Dealer,ZAR,19.990109,520098.66,520098.66
100197,2023-11-03,Australia,Oceania,GrainFarm LLC,AltaResa,Mais,2.0,43824.78,87649.56,Dealer,AUD,1.654789,72520.76,145041.53
100334,2023-04-13,Serbia,Est Europa,,SolePieno,Girasole,4.0,24005.12,96020.48,Dealer,RSD,105.047649,2521681.42,10086725.68
100421,01-Sep-2021,Serbia,Est Europa,GrainHarvest S.L.,TaglioFlex,Cereali (grano/orzo),1.0,29480.21,29480.21,Dealer,RSD,110.837615,3267516.17,3267516.17
101036,11-12-2025,Polonia,Centro Europa,GrainAgro Sp. z o.o.,FienoFacile,Foraggio,1.0,33447.56,33447.56,Dealer,PLN,4.003958,133922.63,133922.63
100255,2023-11-27,Australia,Oceania,FarmTerra LLC,FienoFacile,Foraggio,4.0,33061.82,132247.28,Vendita diretta,AUD,1.605907,53094.21,212376.83
100524,06-15-2022,USA,Nord America,CerealAgri SC,SolePieno,Girasole,3.0,24902.31,74706.93,Vendita diretta,USD,1.08223,26950.03,80850.08
100911,2022-05-09,Polonia,Centro Europa,AgroTerra SC,FienoFacile,Foraggio,2.0,31478.16,62956.32,Dealer,PLN,4.570017,143855.73,287711.45
100606,2022-01-02,Brasile,Sud America,HarvestFarm Kft.,AltaResa,Mais,1.0,44331.92,44331.92,Dealer,BRL,5.396428,239234.01,239234.01
100290,2024-05-16,Argentina,Sud America,AgroCampo Srl,GranCampo,Mais,3.0,34369.12,103107.36,Dealer,ARS,1108.139458,38085778.01,114257334.03
100297,01-Apr-2022,Canada,Nord America,AgroAgro LLC,FienoFacile,Foraggio,2.0,28105.16,56210.32,Dealer,CAD,1.376332,38682.03,77364.06
100988,2021-04-04,Kazakhstan,Asia Centrale,HarvestCereal LLC,GranCampo,Mais,2.0,37636.09,75272.18,Dealer,KZT,457.760909,17228330.77,34456661.54
100742,2021-05-08,Polonia,Centro Europa,CampoTerra Srl,FienoFacile,Foraggio,6.0,31039.93,186239.58,Dealer,PLN,4.081675,126694.91,760169.44
100713,2021-03-24,Sud Africa,Africa,AgriCampo SA,FienoFacile,Foraggio,7.0,28940.85,202585.95,Vendita diretta,ZAR,21.932838,634754.97,4443284.82
101224,2023-11-19,Argentina,Sud America,FarmFarm Srl,FienoFacile,Foraggio,2.0,36510.46,73020.92,Dealer,ARS,1048.324436,38274807.39,76549614.78
100030,13-May-2025,Spagna,Sud Europa,HarvestCampo S.L.,PrimaRaccolta,Mais,1.0,24620.97,24620.97,Vendita diretta,EUR,1.0,24620.97,24620.97
100635,05-05-2025,Turchia,Medio Oriente,HarvestAgro Sp. z o.o.,AltaResa,Mais,2.0,43344.4,86688.8,Dealer,TRY,37.038151,1605396.43,3210792.86
100356,04-26-2022,Argentina,Sud America,AgroCampo Srl,PrimaRaccolta,Mais,6.0,21266.1,127596.6,Dealer,ARS,995.533058,21171105.56,127026633.39
100032,12-Mar-2024,BULGARIA,Est Europa,HarvestGrain GmbH,AltaResa,Mais,4.0,44325.63,177302.52,Dealer,BGN,1.888704,83717.99,334871.98
100807,11-08-2023,Kazakhstan,Asia Centrale,HarvestCereal LLC,AltaResa,Mais,4.0,42640.99,170563.96,Dealer,KZT,461.206766,19666313.1,78665252.39
100673,2024-12-17,Argentina,Sud America,FarmFarm Srl,AltaResa,Mais,2.0,45092.57,90185.14,Dealer,ARS,1033.975986,46624634.53,93249269.05
100852,2024-04-24,Germania,Centro Europa,FarmCampo SA,FienoFacile,Foraggio,3.0,33987.0,101961.0,Vendita diretta,EUR,1.0,33987.0,101961.0
100071,25/10/2022,Spagna,Sud Europa,TerraAgri GmbH,PrimaRaccolta,Mais,1.0,21951.33,21951.33,Dealer,EUR,1.0,21951.33,21951.33
101132,2021-01-21,Australia,Oceania,HarvestFarm SA,FienoFacile,Foraggio,5.0,32285.79,161428.95,Dealer,AUD,1.638242,52891.94,264459.69
100479,2021-12-08,Sud Africa,Africa,AgriFarm SA,GranCampo,Mais,4.0,36738.1,146952.4,Dealer,ZAR,21.365967,784945.03,3139780.13
101089,2021-03-06,Serbia,Est Europa,GrainHarvest S.L.,TaglioFlex,Cereali (grano/orzo),3.0,28170.56,84511.68,Vendita diretta,RSD,112.798155,3177587.19,9532761.58
100599,10-20-2024,Russia,Est Europa,GrainAgro Srl,SolePieno,Girasole,4.0,24839.47,99357.88,Dealer,RUB,99.850249,2480227.26,9920909.06
100723,23-Apr-2023,RUSSIA,Est Europa,AgroCereal GmbH,GranCampo,Mais,1.0,39640.91,39640.91,Dealer,RUB,106.156602,4208144.31,4208144.31
100582,2025-09-20,Kazakhstan,Asia Centrale,HarvestCereal LLC,GranCampo,Mais,1.0,35902.67,35902.67,Dealer,KZT,461.622702,16573487.53,16573487.53
100924,2021-06-03,Romania,Est Europa,TerraAgro SC,SolePieno,Girasole,3.0,22807.55,68422.65,Dealer,RON,4.774143,108886.51,326659.52
100528,2023-05-23,Serbia,,GrainHarvest S.L.,AltaResa,Mais,3.0,43877.24,131631.72,Dealer,RSD,115.891923,5085017.72,15255053.16
101147,2024-06-25,Ucraina,Est Europa,HarvestCampo Ltd,PrimaRaccolta,Mais,5.0,20964.38,104821.9,Dealer,UAH,45.068216,944827.21,4724136.03
100114,2024-04-08,Romania,Est Europa,CampoCampo Ltd,FienoFacile,Foraggio,2.0,33072.66,66145.32,Dealer,RON,4.864585,160884.77,321769.53
100999,2021-04-13,Ungheria,Est Europa,FarmTerra SA,SolePieno,Girasole,3.0,22996.43,68989.29,Dealer,HUF,387.294751,8906396.63,26719189.89
100436,2025-06-25,Francia,Sud Europa,AgriFarm Kft.,TaglioFlex,Cereali (grano/orzo),3.0,29205.17,87615.51,Dealer,EUR,1.0,29205.17,87615.51
100380,2024-12-04,Kazakhstan,Asia Centrale,HarvestCereal LLC,PrimaRaccolta,Mais,3.0,19280.22,57840.66,Dealer,KZT,424.852566,8191250.94,24573752.82
100498,04/01/2023,Francia,Sud Europa,FarmFarm Kft.,PrimaRaccolta,Mais,6.0,19913.96,119483.76,Dealer,EUR,1.0,19913.96,119483.76
100108,2022-12-16,Germania,Centro Europa,AgroHarvest SA,TaglioFlex,Cereali (grano/orzo),2.0,24168.07,48336.14,Dealer,EUR,1.0,24168.07,48336.14
100989,2022-02-17,Polonia,Centro Europa,AgroTerra SC,  TaglioFlex ,Cereali (grano/orzo),1.0,24262.96,24262.96,Dealer,PLN,4.46474,108327.81,108327.81
101019,2021-07-12,Bulgaria,Est Europa,HarvestGrain GmbH,FienoFacile,Foraggio,2.0,27651.43,55302.86,Dealer,BGN,1.972881,54552.98,109105.96
100668,2023-06-06,Ungheria,Est Europa,FarmAgro Sp. z o.o.,SolePieno,Girasole,4.0,23132.4,92529.6,Dealer,HUF,391.895828,9065491.05,36261964.21
101175,2023-06-27,Germania,Centro Europa,FarmCampo SA,GranCampo,Mais,4.0,35769.89,143079.56,Dealer,EUR,1.0,35769.89,143079.56
101149,2021-11-14,Australia,Oceania,FarmTerra LLC,PrimaRaccolta,Mais,3.0,17927.25,53781.75,Dealer,AUD,1.618899,29022.41,87067.22
100747,05-17-2021,Francia,Sud Europa,FarmFarm Kft.,GranCampo,Mais,2.0,42563.07,85126.14,Dealer,EUR,1.0,42563.07,85126.14
100452,2024-02-01,Ucraina,Est Europa,TerraHarvest SC,PrimaRaccolta,Mais,5.0,21303.88,106519.4,Dealer,UAH,44.305374,943876.37,4719381.86
100935,2023-06-11,Messico,Nord America,CerealTerra Kft.,AltaResa,Mais,3.0,41700.94,125102.82,Dealer,MXN,18.605856,775881.68,2327645.05
100430,2023-10-25,Australia,Oceania,FarmTerra LLC,SolePieno,Girasole,3.0,23502.27,70506.81,Vendita diretta,AUD,1.69196,39764.9,119294.7
100262,2021-03-02,Bulgaria,Est Europa,CampoFarm LLC,TaglioFlex,Cereali (grano/orzo),5.0,31353.34,156766.7,Vendita diretta,BGN,2.011142,63056.02,315280.09
100817,2025-05-16,Messico,Nord America,CerealTerra Kft.,GranCampo,Mais,3.0,38296.08,114888.24,Dealer,MXN,19.389834,742554.63,2227663.9
100554,2022-01-24,Kazakhstan,Asia Centrale,AgriTerra Kft.,AltaResa,Mais,4.0,44086.35,176345.4,Vendita diretta,KZT,499.911308,22039264.89,88157059.57
101134,13/02/2025,Francia,Sud Europa,FarmFarm Kft.,FienoFacile,Foraggio,3.0,31242.6,93727.8,Dealer,EUR,1.0,31242.6,93727.8
100175,2024-08-09,USA,Nord America,CerealAgri SC,TaglioFlex,Cereali (grano/orzo),1.0,26490.3,26490.3,Dealer,USD,1.101141,29169.56,29169.56
